tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,start_building,start_lon,start_lat,target_building,target_lon,target_lat,start_time,target_time
524,2019-10-08 05:43:10.0770,2019-10-08 05:51:54.2060,90,Lechmere Station at Cambridge St / First St,42.370677,-71.07652900000001,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,3768,Subscriber,1993,2,11183,-71.079357,42.37191955000001,41556,-71.09580711302365,42.356682935493545,20590.0,21114.0
376,2019-10-08 05:51:50.2950,2019-10-08 05:58:06.6970,185,Third at Binney,42.365444861373994,-71.0827714204788,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,5580,Subscriber,1991,1,125866,-71.08248724341442,42.367712771873656,201808,-71.09201715434888,42.35968324585105,21110.0,21486.0
279,2019-10-08 06:23:37.9150,2019-10-08 06:28:17.2120,189,Kendall T,42.362427842912396,-71.08495473861693,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,4119,Subscriber,1992,1,259920,-71.08765373296384,42.363252990551324,201811,-71.09044937799496,42.35955835402915,23017.0,23297.0
208,2019-10-08 06:35:35.5590,2019-10-08 06:39:03.6180,189,Kendall T,42.362427842912396,-71.08495473861693,398,75 Binney St,42.36550728505653,-71.0801375997653,6138,Subscriber,1980,1,245876,-71.08779437761635,42.36178042018894,257860,-71.07915297497333,42.36489463567324,23735.0,23943.0
505,2019-10-08 06:38:20.0300,2019-10-08 06:46:45.2790,90,Lechmere Station at Cambridge St / First St,42.370677,-71.07652900000001,91,One Kendall Square at Hampshire St / Portland St,42.366277000000004,-71.09169,2613,Subscriber,1974,2,65879,-71.07948630588596,42.37195564164335,20728,-71.09163955822673,42.368405205460704,23900.0,24405.0
374,2019-10-08 06:41:43.1490,2019-10-08 06:47:57.2760,413,Kennedy-Longfellow School 158 Spring St,42.36955297756508,-71.08579014980933,80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936,4457,Subscriber,1991,2,184729,-71.08436248534626,42.370036885217736,28707,-71.09415182682922,42.36077089081842,24103.0,24477.0
672,2019-10-08 06:57:12.5800,2019-10-08 07:08:25.0770,189,Kendall T,42.362427842912396,-71.08495473861693,107,Ames St at Main St,42.3625,-71.08821999999999,5373,Subscriber,1962,1,257061,-71.08295714653597,42.36406369666873,153926,-71.08876883777837,42.364947489248706,25032.0,25705.0
420,2019-10-08 06:58:06.0940,2019-10-08 07:05:06.9550,437,Berkshire Street at Cambridge Street,42.37207657915397,-71.08995433905875,189,Kendall T,42.362427842912396,-71.08495473861693,5572,Subscriber,1997,1,181166,-71.0878597,42.37321755,259917,-71.08583953175258,42.36188828648814,25086.0,25506.0
234,2019-10-08 06:59:46.6570,2019-10-08 07:03:40.7530,189,Kendall T,42.362427842912396,-71.08495473861693,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,2710,Subscriber,1991,1,259922,-71.08285170461667,42.36351583376249,201812,-71.09086412087382,42.360000283307414,25186.0,25420.0
448,2019-10-08 07:07:13.8820,2019-10-08 07:14:42.5870,437,Berkshire Street at Cambridge Street,42.37207657915397,-71.08995433905875,318,Ames St at Broadway,42.363692900000004,-71.0875672,2326,Customer,1969,0,137694,-71.08862905788001,42.373093967092814,202091,-71.08926098560949,42.362303617589106,25633.0,26082.0
